Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length,Gender
Octavian Mihai Machidon,6938515,2020-07-15,True,9413446,2021-04-09,True,268 days,M
Christian Bauer 0009,7347881,2020-01-10,True,9152173,2021-02-17,True,404 days,M
Ali T. Rezakhani,8950419,2020-04-16,True,8439022,2021-12-25,True,618 days,M
Håkan Salwén,7021016,2020-07-09,True,7020811,2021-12-15,True,524 days,M
Lorenzo Marconi 0001,6919043,2021-12-23,True,6909758,2023-01-11,True,384 days,M
Abdullah Erdal Tümer,7959705,2019-09-16,True,6636220,2022-06-10,True,998 days,M
Bernardo F. Almeida,6741855,2017-07-10,True,9401040,2021-04-09,True,1369 days,M
Oleksiy A. Ignatyev,7877334,2020-02-21,True,9071588,2020-09-06,True,198 days,M
Behnam Hashemi,7876446,2020-02-21,True,9617646,2023-01-05,True,1049 days,M
Francis Edward Su,7211778,2017-05-26,True,8543867,2022-03-16,True,1755 days,M
Ali Mohamed AbdelAziz,7646917,2021-02-24,True,7732483,2021-08-16,True,173 days,M
Christoph Weisser,7712248,2021-11-26,True,7512095,2023-01-03,True,403 days,M
Tom Murphy,9389588,2020-06-18,True,7078164,2022-06-13,True,725 days,M
James Nelson,7011284,2020-05-17,True,6607006,2022-05-18,True,731 days,M
Joeri Hermans,7296848,2021-01-23,True,7273720,2022-10-02,True,617 days,M
Ryotaro Shimizu,7898291,2022-05-13,True,7476909,2022-11-15,True,186 days,M
Richard R. Taylor,9320659,2017-06-15,True,6600774,2020-06-08,True,1089 days,M
Russell Woodroofe,8189648,2020-09-05,True,8129126,2021-02-16,True,164 days,M
Enrico Bacis,8300448,2020-08-06,True,8072257,2021-09-14,True,404 days,M
Jeff T. Hancock,6775513,2020-05-30,True,6775538,2021-06-01,True,367 days,M
Dániel Varró,7511532,2018-08-13,True,7070328,2022-06-02,True,1389 days,M
Vladimir Yu. Rudyak,8283537,2021-10-14,True,8283617,2022-04-09,True,177 days,M
Phil D. Green,8864857,2020-02-22,True,7736417,2021-10-14,True,600 days,M
Armin Wolf,8956661,2017-05-18,True,7396224,2021-09-22,True,1588 days,M
Holger Schlemm,8953431,2020-05-26,True,9441703,2020-08-13,True,79 days,M
Trenton Schulz,7739013,2020-04-01,True,8468183,2022-10-02,True,914 days,M
Andreas Hütten,7113497,2021-04-29,True,7853566,2021-10-22,True,176 days,M
Hank Theiss,7475058,2021-04-19,True,8180911,2022-02-23,True,310 days,M
Khaled Fawagreh,7412229,2018-08-13,True,7846070,2021-09-16,True,1130 days,M
Lemuel R. Waitman,8209788,2017-05-26,True,9504578,2020-05-11,True,1081 days,M
Edin Omerdic,7125236,2019-09-25,True,7935197,2022-10-02,True,1103 days,M
Matthew W. B. Trotter,8783732,2020-03-02,True,9393726,2021-10-14,True,591 days,M
Alvar Saenz-Otero,8599519,2017-05-28,True,8835802,2020-09-17,True,1208 days,M
Yoan Miche,8756292,2017-05-20,True,8753380,2022-01-03,True,1689 days,M
Mohan Krishnamoorthy,9074014,2017-05-28,True,7131596,2022-08-08,True,1898 days,M
Rodrigo F. Toso,9115470,2020-07-03,True,9406716,2022-03-16,True,621 days,M
John W. Holt,8263430,2020-04-09,True,8175887,2022-01-21,True,652 days,M
Lucas Sánchez,8682158,2020-05-05,True,7034058,2020-05-21,True,16 days,M
Jan Uddenfeldt,9129245,2020-09-01,True,7993117,2022-02-28,True,545 days,M
Konrad Furmanczyk,8901579,2020-04-16,True,7519079,2022-09-29,True,896 days,M
Jérémy Ledent,7425614,2020-03-02,True,6757606,2022-11-11,True,984 days,M
Guillermo Machuca,9066015,2021-10-14,True,9026615,2022-12-07,True,419 days,M
Daniel Nygaard Urup,7838010,2017-06-08,True,7542683,2018-08-13,True,431 days,M
Konstantin Usevich,7417001,2018-08-13,True,8304120,2022-09-22,True,1501 days,M
Gianluca Brian,8872994,2021-01-21,True,8875786,2022-09-27,True,614 days,M
Giuseppe Giammello,6950302,2022-12-05,True,6693944,2022-12-07,True,2 days,M
Ganesh Chandra Deka,8141230,2020-03-12,True,9437346,2021-04-21,True,405 days,M
Federico M. Sukno,7477299,2018-08-13,True,9252694,2022-06-28,True,1415 days,M
Anastasios Kyrillidis,8680444,2017-06-09,True,7336176,2022-11-15,True,1985 days,M
Yurii Kharkevych,7801479,2022-02-08,True,7802408,2023-01-17,True,343 days,M
Andrew S. Torres,9014892,2018-11-02,True,9046952,2021-03-23,True,872 days,M
Drummond Reed,8689652,2020-03-15,True,7255726,2020-08-27,True,165 days,M
Abram L. J. Walton,7033995,2020-05-21,True,9291862,2020-08-25,True,96 days,M
Arif Shaon,7763091,2020-07-09,True,8428871,2021-01-21,True,196 days,M
Hazem Sallouha,7619519,2018-08-13,True,7029578,2022-06-23,True,1410 days,M
Rupert F. Weare,7916660,2017-05-20,True,9478880,2020-03-13,True,1028 days,M
Alex Jiahong Lu,8810279,2022-03-23,True,7170950,2022-11-09,True,231 days,M
Torben Pedersen,9184394,2020-09-25,True,6878593,2022-03-19,True,540 days,M
Ahmed Abbasi,9403477,2020-03-06,True,6584670,2022-12-07,True,1006 days,M
Peter Kraker,7278469,2018-08-13,True,8302569,2022-10-02,True,1511 days,M
Bas Teusink,8428524,2019-05-22,True,8683185,2021-10-14,True,876 days,M
Marvin Künnemann,8426372,2017-05-17,True,7134997,2022-05-09,True,1818 days,M
Muhammad Aslam 0001,7024581,2022-05-11,True,7024895,2022-10-02,True,144 days,M
Patryk Osypanka,6790337,2021-06-01,True,9272746,2022-09-22,True,478 days,M
Paul Harwood,7857527,2020-07-03,True,6785104,2020-07-16,True,13 days,M
Rouzbeh Behnia,7533342,2019-03-31,True,7662353,2022-05-17,True,1143 days,M
Hermann Pflüger,8858353,2020-02-19,True,8302445,2021-03-23,True,398 days,M
Peter Bertholet,8092146,2018-07-26,True,7704323,2018-08-13,True,18 days,M
Ali Choumane,7455563,2020-02-12,True,9387333,2020-09-08,True,209 days,M
Adrian K. Agogino,7419904,2018-08-13,True,8484084,2020-07-09,True,696 days,M
Vincent Guingona,8441160,2017-05-27,True,7207428,2017-05-28,True,1 days,M
Geert Heijenk,7391522,2018-08-13,True,8672624,2022-08-25,True,1473 days,M
Fabio Cumbo,7280897,2018-08-13,True,8565484,2022-06-23,True,1410 days,M
Marc Porti,8191071,2020-02-22,True,9063983,2022-01-03,True,681 days,M
Vytas K. Svedas,8772493,2020-12-10,True,8283542,2022-10-02,True,661 days,M
Jeffrey Ens,7680056,2020-03-17,True,7359168,2020-08-21,True,157 days,M
Olivier Galibert,7306665,2018-08-13,True,7391412,2022-10-25,True,1534 days,M
Pim van der Hoorn,7300934,2018-08-13,True,7714296,2022-04-25,True,1351 days,M
Costas N. Georghiades,8766281,2017-06-09,True,6858499,2022-04-09,True,1765 days,M
Dan Warren,6636986,2019-08-05,True,7565585,2020-08-07,True,368 days,M
David Plaza,9141790,2019-06-12,True,8371261,2022-10-02,True,1208 days,M
Antonio Angrisano,7948685,2018-11-14,True,7927099,2022-12-05,True,1482 days,M
Charalampos P. Triantafyllidis,8789543,2022-03-16,True,8790077,2022-12-07,True,266 days,M
Anton V. Antonov,9407240,2022-03-15,True,9407673,2022-10-02,True,201 days,M
Christos E. Alexakos,8656290,2021-04-09,True,6703448,2022-10-02,True,541 days,M
Brian D. Fritz,8080685,2020-02-20,True,8490241,2022-06-10,True,841 days,M
Takeshi Masuda,8116444,2020-02-21,True,7241093,2020-03-13,True,21 days,M
David M. Lewis,9609061,2017-05-20,True,8598193,2022-11-07,True,1997 days,M
Seiji Miike,9540270,2017-05-20,True,7431373,2018-08-13,True,450 days,M
Alireza Nowroozi,9345800,2017-05-28,True,8112118,2022-11-14,True,1996 days,M
Robert Kessl,9593138,2017-05-20,True,7438908,2021-08-18,True,1551 days,M
Fredrik Heintz,8600406,2017-05-28,True,6836787,2023-01-05,True,2048 days,M
Jon Otegui,6608783,2020-06-08,True,6607150,2020-06-30,True,22 days,M
José Antonio Portilla-Figueras,8749020,2017-05-20,True,7098638,2022-10-02,True,1961 days,M
Koichi Inada,7987973,2020-04-02,True,8113922,2020-07-15,True,104 days,M
Christopher D. Cooper,8364598,2020-05-25,True,9494575,2022-04-09,True,684 days,M
James S. Ball,8685750,2020-05-11,True,7165950,2022-08-16,True,827 days,M
Manfredi Maggiore,7126205,2017-05-17,True,8445779,2022-10-18,True,1980 days,M
Riccardo Mannella,7279087,2018-08-13,True,9137849,2021-04-09,True,970 days,M
Philippe Lefèvre,8344491,2017-05-28,True,8404409,2020-09-01,True,1192 days,M
Joshua Amavi,7912662,2017-05-20,True,6560368,2021-10-14,True,1608 days,M
Martín Velasco-Villa,7125002,2017-05-17,True,6564334,2022-12-05,True,2028 days,M
Ahmed H. Zaidi,7283663,2018-08-13,True,7359759,2020-04-28,True,624 days,M
Matthew Bardeen,7955998,2018-11-14,True,6934987,2022-08-16,True,1371 days,M
George Leitmann,7920389,2020-02-24,True,7093585,2022-10-02,True,951 days,M
Aaron Marcus,9415063,2017-05-20,True,8809428,2022-03-16,True,1761 days,M
Martin Nolte,7327980,2018-08-13,True,8828897,2020-08-06,True,724 days,M
Klaus Pötzelberger,7144619,2020-07-03,True,8113399,2021-07-16,True,378 days,M
Frank Tutzauer,8252415,2020-02-24,True,9257686,2021-05-16,True,447 days,M
Michal Feldman,7133608,2017-01-03,True,7714197,2022-12-27,True,2184 days,M
William Miller,7387317,2018-08-13,True,8729711,2020-09-10,True,759 days,M
Erich Salomonowitz,9283501,2018-11-14,True,9275350,2018-11-30,True,16 days,M
Joe Townsend,9626759,2017-05-27,True,7710061,2020-10-21,True,1243 days,M
Amir Javadpour,7363733,2020-04-22,True,9338345,2022-06-28,True,797 days,M
Stefan Baldi,8072127,2020-03-13,True,9410618,2021-06-15,True,459 days,M
Jonas Deuchler,7743548,2020-04-09,True,8234645,2022-05-13,True,764 days,M
Jason Potts,6647331,2020-03-06,True,9346669,2020-10-26,True,234 days,M
Heikki Mattila,8640245,2020-02-20,True,8001104,2020-02-21,True,1 days,M
Edmond W. H. Lee,7696325,2018-08-13,True,8118755,2022-10-02,True,1511 days,M
Dante Vanden Bussche,7326831,2022-10-07,True,7603281,2022-11-29,True,53 days,M
Eustache Diemert,7463694,2018-08-13,True,7436055,2022-02-18,True,1285 days,M
Claudio Marchi,8462110,2020-04-16,True,8528678,2020-10-26,True,193 days,M
Ahmed M. Massoud,8585776,2020-05-22,True,9317453,2023-01-15,True,968 days,M
Marcos Vinicius Matsuo,7153185,2020-02-22,True,7151331,2022-06-23,True,852 days,M
Fabian Wüllhorst,8365205,2022-06-02,True,7030867,2022-10-24,True,144 days,M
Ramesh Annavajjala,6894673,2020-03-10,True,6849439,2020-09-06,True,180 days,M
Arko Lucieer,9466137,2020-02-20,True,6936573,2022-08-16,True,908 days,M
René Veenstra,8252195,2020-02-24,True,8252456,2022-10-02,True,951 days,M
Carlos Balaguer,7708667,2018-08-13,True,9517598,2022-06-10,True,1397 days,M
Roland Arsenault,9414253,2020-05-30,True,7874474,2020-09-01,True,94 days,M
Haitham M. Yousof,9562327,2020-12-29,True,7116926,2022-09-12,True,622 days,M
Yasuhito Ohta,9495010,2021-01-08,True,9491851,2022-03-16,True,432 days,M
Jonathan R. Iredell,8774989,2020-03-02,True,9502089,2020-05-11,True,70 days,M
Kaushik Ghosh,8705960,2020-03-31,True,8838280,2020-08-25,True,147 days,M
Andreas Stohl,9270635,2020-02-19,True,7566125,2022-06-15,True,847 days,M
Rafael H. Bordini,6789654,2004-05-24,True,8869827,2022-04-09,True,6529 days,M
Apostolos A. Kountouris,7866547,2018-11-06,True,8862083,2020-05-20,True,561 days,M
Ruben Martinez-Cantin,7334208,2018-08-13,True,6680304,2022-12-07,True,1577 days,M
Hiroki Kato,9539231,2017-05-20,True,8039664,2023-01-15,True,2066 days,M
Ian Warren,7846821,2017-06-08,True,7110192,2021-11-18,True,1624 days,M
Alessandro Bonforte,6939088,2020-05-11,True,7905790,2022-12-07,True,940 days,M
Martin Schweiger,8927206,2018-11-02,True,7167249,2022-08-16,True,1383 days,M
Tony Thomas,7326033,2018-08-13,True,7238085,2021-01-04,True,875 days,M
Léonard Kwuida,8118359,2017-05-17,True,6983250,2023-01-15,True,2069 days,M
Jakub Gunera,8273348,2018-11-14,True,9493337,2020-04-01,True,504 days,M
János Tamás,6748585,2020-02-22,True,6748009,2021-07-25,True,519 days,M
Riccardo Bruno,6790430,2019-11-28,True,9551336,2021-05-19,True,538 days,M
Henk Corporaal,9602428,2018-06-01,True,8818536,2022-10-02,True,1584 days,M
Karl A. Stroetmann,9522981,2017-05-27,True,8000029,2020-02-21,True,1000 days,M
Sherwood Hachtman,7208563,2017-07-19,True,8610988,2020-02-21,True,947 days,M
Horia Balta,9061243,2021-04-09,True,9081522,2021-10-14,True,188 days,M
Unai Alvarez-Rodriguez,7673128,2018-08-13,True,7611916,2021-04-19,True,980 days,M
Eliseo Sarmiento,7626610,2018-08-13,True,9585703,2020-02-22,True,558 days,M
Andreas Bollin,8066018,2020-03-06,True,8311622,2021-10-14,True,587 days,M
Graeme C. Dandy,7196918,2018-11-14,True,9268417,2022-10-02,True,1418 days,M
Marian Trenkler,9362386,2003-12-17,True,8316927,2020-06-04,True,6014 days,M
Alberto Marchisio,7536924,2018-11-30,True,7320680,2022-12-07,True,1468 days,M
Jack Huizenga,9085065,2021-02-12,True,9572203,2022-06-10,True,483 days,M
Gareth J. Barker,9282023,2018-11-14,True,9289323,2022-03-16,True,1218 days,M
Andrey P. Demichev,7488089,2018-08-13,True,6926596,2020-09-06,True,755 days,M
Ilya Vorobyev,7518579,2018-08-13,True,7601141,2023-01-16,True,1617 days,M
Morteza Charkhabi,9566743,2021-03-23,True,9227133,2021-04-07,True,15 days,M
Mohammad Kalantari,7548211,2018-08-13,True,9335480,2020-05-22,True,648 days,M
Egor Dolzhenko,8564508,2020-03-15,True,7013435,2021-10-14,True,578 days,M
Christoph Brunner,9625910,2018-11-14,True,8296210,2020-10-26,True,712 days,M
John Winder,6634742,2022-10-16,True,7299710,2023-01-19,True,95 days,M
Austin D. Roche,7188765,2020-05-18,True,9150197,2021-02-17,True,275 days,M
Philip L. Frana,8382991,2018-11-06,True,6840895,2020-08-07,True,640 days,M
Malte Willer,8075402,2019-02-25,True,7105899,2020-07-09,True,500 days,M
Rafael de Amorim Silva,8937050,2020-09-19,True,8723758,2020-10-20,True,31 days,M
Kristian A. Gray,7016695,2020-05-17,True,9527857,2022-04-09,True,692 days,M
Radoslav Matej,9531384,2019-05-21,True,6683663,2023-01-05,True,1325 days,M
Carlo Martini,9225735,2020-03-06,True,7102438,2020-07-09,True,125 days,M
Philipp Rothmaler,6767202,2017-05-17,True,7207137,2021-03-29,True,1412 days,M
Eckhard Steffen,9363199,2004-01-09,True,6874626,2022-11-13,True,6883 days,M
Marcus Lewis,7580015,2021-07-07,True,9393232,2021-12-25,True,171 days,M
Vito Cappellini,6659258,2020-02-20,True,7840629,2021-03-30,True,404 days,M
Christian Jungreuthmayer,8784735,2020-03-02,True,7864345,2020-10-26,True,238 days,M
Michael C. Horsch,7446268,2018-08-13,True,7019873,2020-03-15,True,580 days,M
Naci Saldi,7441231,2018-08-13,True,7327870,2023-01-19,True,1620 days,M
Ahmad Diab,6604789,2020-06-08,True,9210937,2022-04-09,True,670 days,M
Oshri Halimi,7511771,2018-08-13,True,7430054,2020-04-01,True,597 days,M
Howard Oakley,7242812,2020-02-22,True,7244247,2021-05-25,True,458 days,M
Florian Boudin,7283764,2018-08-13,True,6734650,2021-11-03,True,1178 days,M
Sven Dittes,9216158,2020-03-06,True,8490275,2022-06-23,True,839 days,M
Dmitry D. Zhdanov,6926496,2022-06-13,True,6926842,2022-08-16,True,64 days,M
Klaus D. Stiller,7854959,2020-04-25,True,6628656,2021-02-25,True,306 days,M
Geoff N. Mercer,9270341,2020-02-19,True,8046438,2021-02-17,True,364 days,M
Amir Miraki,7839184,2021-04-07,True,9157049,2021-10-14,True,190 days,M
Andrei Jorza,9074419,2020-06-18,True,6787943,2021-02-17,True,244 days,M
Peter Han Joo Chong,9028925,2018-07-04,True,8896132,2022-05-25,True,1421 days,M
Karl Auinger,8968858,2020-08-25,True,8821392,2021-04-09,True,227 days,M
Stanko Strmcnik,6632337,2020-02-06,True,7024548,2021-02-16,True,376 days,M
Ulrich Schwardmann,8171835,2020-10-11,True,9498007,2021-10-14,True,368 days,M
Anargyros Chryssanthou,8198674,2020-08-20,True,6823318,2022-10-02,True,773 days,M
Brian Lings,9082554,2017-05-26,True,7861546,2021-02-10,True,1356 days,M
Kent Watsen,9414679,2017-05-20,True,7747763,2020-08-14,True,1182 days,M
Arne Radetzky,8750793,2019-06-02,True,8001830,2020-02-21,True,264 days,M
Hernán Larralde,6797884,2020-09-24,True,7490059,2022-11-04,True,771 days,M
Joël Fagot,7470743,2019-09-24,True,8083854,2023-01-05,True,1199 days,M
Ronald Niehaus,8727463,2020-07-09,True,9513046,2020-09-02,True,55 days,M
Ivan Gesteira Costa,8564693,2020-03-15,True,7416096,2020-09-16,True,185 days,M
Peter J. Freyd,8610949,2020-02-21,True,6572473,2021-02-17,True,362 days,M
Pentti O. A. Haikonen,9308801,2020-05-21,True,9444873,2021-04-07,True,321 days,M
Ryosuke Suga,6989832,2020-04-11,True,8733465,2022-05-12,True,761 days,M
Avinash Singh,8912028,2020-08-06,True,7415177,2022-04-04,True,606 days,M
Marjan Ghazvininejad,7118245,2018-08-14,True,7480932,2020-04-08,True,603 days,M
Angelo Antoci,7283858,2018-08-13,True,9305368,2022-12-16,True,1586 days,M
Alessandro Sergi,7120217,2018-08-14,True,7116792,2022-03-15,True,1309 days,M
Jean Marie Vianney Kinani,8448952,2020-06-18,True,8392464,2021-04-07,True,293 days,M
Manuel J. Maña López,8866647,2018-11-06,True,6755217,2021-02-17,True,834 days,M
Leonardo Casini,8538092,2020-02-21,True,8437641,2022-01-08,True,687 days,M
Markel Epelde,9089621,2022-10-02,True,9473584,2023-01-17,True,107 days,M
Hannes Fassold,7843822,2017-05-28,True,7457469,2022-11-18,True,2000 days,M
Michael R. Kellman,7472289,2019-04-26,True,8994864,2021-01-21,True,636 days,M
Owen Conlan,7744852,2019-06-02,True,8654715,2022-06-23,True,1117 days,M
Marcos Felipe Falcão Sobral,7172469,2020-04-02,True,8997911,2020-05-11,True,39 days,M
Nicolas Sahuguet,8295125,2020-02-22,True,6772681,2020-10-26,True,247 days,M
Tucker McElroy,9455600,2020-02-18,True,8020201,2021-02-17,True,365 days,M
Michael A. Kraut,8727125,2020-07-09,True,8992737,2022-12-07,True,881 days,M
Daniel Mateos-García,6743369,2017-06-06,True,6976191,2022-04-09,True,1768 days,M
Craig Barber,8247014,2020-07-14,True,9269702,2022-08-16,True,763 days,M
Adar Kalir,9177383,2020-02-20,True,6586952,2021-03-23,True,397 days,M
Virginio Cantoni,8698521,2017-05-17,True,9413014,2022-10-02,True,1964 days,M
Lawrence M. Breed,8378929,2021-07-07,True,7253379,2022-03-16,True,252 days,M
Luis de la Garza,8561684,2020-03-15,True,8558629,2022-10-02,True,931 days,M
Jochen J. Steil,6777805,2017-05-18,True,6691580,2023-01-15,True,2068 days,M
Alireza Faraz,8504895,2020-02-19,True,6585515,2021-10-14,True,603 days,M
Gabriel Braun,9151074,2018-07-05,True,7868305,2020-09-02,True,790 days,M
Noritaka Osawa,6986544,2020-04-11,True,7026851,2020-09-06,True,148 days,M
Yoshihiro Kubota,7956005,2018-11-14,True,8266699,2020-04-25,True,528 days,M
Justin Bui,7438027,2020-11-02,True,7678251,2021-08-27,True,298 days,M
Arno Fiedler,9522690,2017-05-27,True,9522398,2022-01-14,True,1693 days,M
Helge Rhodin,7494656,2018-08-13,True,7675998,2022-11-03,True,1543 days,M
Burak Sencer,9146930,2020-07-09,True,7490228,2021-12-01,True,510 days,M
Toshifumi Ozaki,6780912,2020-04-01,True,9147836,2020-07-09,True,99 days,M
Milan Z. Bebic,8583693,2020-10-26,True,9553844,2021-09-16,True,325 days,M
Khaled Daqrouq,6716151,2017-05-26,True,7114433,2022-10-02,True,1955 days,M
James E. George,9003724,2018-11-06,True,7254063,2022-02-24,True,1206 days,M
Takashi Araseki,7982517,2020-04-02,True,9131126,2020-09-01,True,152 days,M
Marcel Ioan Bolos,9116299,2019-03-01,True,9213329,2022-10-02,True,1311 days,M
Jaap Dijk,7993201,2020-10-02,True,7994658,2021-08-30,True,332 days,M
Carlos Gutiérrez,8664060,2020-03-04,True,7259220,2022-08-16,True,895 days,M
Morihiro Hayashida,9539694,2017-05-20,True,6995765,2021-04-09,True,1420 days,M
Tuomas Mirtti,7657534,2021-04-07,True,7635823,2022-07-05,True,454 days,M
Sergey Paramonov 0001,7420904,2018-08-13,True,8696545,2021-07-25,True,1077 days,M
Wassim Jaziri,8956709,2017-05-18,True,6722716,2022-08-16,True,1916 days,M
Jeremy Jacob,7072471,2017-05-17,True,7867827,2022-05-09,True,1818 days,M
Dominic Viola,7423968,2022-05-17,True,9497592,2023-01-05,True,233 days,M
Mohammed Nasser Ba-Hutair,7598693,2018-08-13,True,9339139,2022-02-08,True,1275 days,M
Wayne D. Blizard,7206386,2017-05-28,True,6568555,2021-02-17,True,1361 days,M
Gezinus J. Hidding,8379142,2018-11-06,True,9230848,2020-09-21,True,685 days,M
Antonio Garrido 0002,7097781,2020-02-20,True,7032881,2022-08-10,True,902 days,M
Khaled Rabieh,8512177,2020-04-09,True,9061521,2022-12-25,True,990 days,M
Xavier Brotel,8273433,2019-02-14,True,9350938,2020-04-16,True,427 days,M
Massimo Poli,6877419,2020-02-20,True,6815076,2020-05-27,True,97 days,M
Roberto Paolesse,6959802,2018-11-24,True,7953997,2022-04-01,True,1224 days,M
Frank Jülicher,8546944,2020-02-19,True,9392109,2022-12-25,True,1040 days,M
Ignacio Díaz-Emparanza,9457985,2020-02-18,True,6727805,2021-02-17,True,365 days,M
Masaki Takao,7259496,2018-08-13,True,8493679,2021-12-15,True,1220 days,M
Karl Friedrich Wender,7831724,2002-01-03,True,7831682,2017-05-17,True,5613 days,M
Yossi Matias,8427321,2017-05-17,True,7390913,2022-12-02,True,2025 days,M
Tobias Schumacher 0002,7265327,2020-01-17,True,7415619,2021-10-14,True,636 days,M
Nikita Kotelevskii,7426166,2021-07-05,True,7614890,2022-02-10,True,220 days,M
Andreas Deutschmann,6912369,2022-01-03,True,6919506,2022-10-02,True,272 days,M
Thorsten May,8088535,2017-05-26,True,8091986,2022-10-02,True,1955 days,M
Ali Abdollahzadeh,7614437,2021-01-23,True,8640336,2022-12-07,True,683 days,M
Giacomo Rosilho de Souza,7595435,2022-04-04,True,7455945,2022-10-02,True,181 days,M
Krzysztof Wnuk,7376069,2018-08-13,True,8065928,2023-01-05,True,1606 days,M
Emanuele Parisi,8693515,2020-10-26,True,8818472,2022-08-16,True,659 days,M
Saad Bani-Mohammad,7197400,2017-05-27,True,8521811,2021-10-14,True,1601 days,M
Mark S. Christensen,9291592,2018-11-30,True,9276418,2022-10-02,True,1402 days,M
Alexander I. Nosich,7802202,2019-11-26,True,8469804,2020-10-06,True,315 days,M
Paul E. Cohen,6767940,2017-05-17,True,7254355,2020-05-26,True,1105 days,M
Leon Thurner,7491850,2020-01-09,True,7643703,2020-05-14,True,126 days,M
Jacobus van Zyl,8506787,2020-02-19,True,7052458,2020-05-12,True,83 days,M
Márcio de Carvalho,8407911,2020-03-06,True,6620044,2020-05-20,True,75 days,M
Sixto Ortiz,8421937,2020-08-12,True,8416747,2022-02-01,True,538 days,M
Takuya Fujimura,8055002,2022-10-02,True,7591558,2022-11-04,True,33 days,M
George Philip,7809222,2019-06-06,True,7809045,2021-05-06,True,700 days,M
Carlos A. Heuser,6789800,2004-05-24,True,6717110,2021-11-30,True,6399 days,M
Fernando M. A. Silva,9604507,2017-06-08,True,7294596,2023-01-10,True,2042 days,M
Jason Cory Brunson,7632429,2018-08-13,True,7376508,2023-01-03,True,1604 days,M
Robert D. McAllister,8658281,2022-06-23,True,9102431,2022-10-18,True,117 days,M
Guillaume Fertin,9073601,2017-05-28,True,7475457,2022-09-01,True,1922 days,M
Behzad Sharif,7697917,2018-08-13,True,7768687,2020-05-10,True,636 days,M
Seyed Ali Mirheidari,7709576,2018-11-22,True,7425046,2020-01-03,True,407 days,M
Erik Thordsen,7619379,2020-07-02,True,7665700,2022-10-06,True,826 days,M
Marco Villani 0002,8590273,2022-11-10,True,8592915,2022-12-06,True,26 days,M
Michael Ulrich,7398013,2020-10-21,True,7411605,2022-10-06,True,715 days,M
Stefanos Makariadis,9569181,2021-04-29,True,7802426,2022-05-18,True,384 days,M
David B. Keator,9310415,2020-09-05,True,6764321,2022-12-07,True,823 days,M
Eberhard Triesch,8086862,2017-05-18,True,9571945,2022-04-09,True,1787 days,M
Franz Mechsner,9341803,2017-05-26,True,8970326,2020-08-20,True,1182 days,M
Joost Wagenaar,7509982,2022-10-28,True,7659339,2022-12-29,True,62 days,M
José Vieira,7098898,2020-02-20,True,8634480,2021-05-16,True,451 days,M
Alexei Sibidanov,7544010,2018-08-13,True,9448239,2020-02-21,True,557 days,M
Mário Alves,7909380,2017-05-06,True,7909583,2022-10-02,True,1975 days,M
Hannes Uppman,7338639,2018-08-13,True,6802752,2022-01-08,True,1244 days,M
James W. Kolari,8544512,2020-02-24,True,8434292,2020-07-03,True,130 days,M
Omar Darwish,8328238,2017-12-28,True,8810804,2021-06-14,True,1264 days,M
Pär Moqvist,9131073,2020-09-01,True,9465501,2020-09-08,True,7 days,M
Rafal Nowak,7283219,2018-08-13,True,9286359,2022-10-02,True,1511 days,M
Samuel Olmos-Peña,7237418,2020-02-25,True,9259328,2020-07-17,True,143 days,M
Victor Dmitriev,6799440,2020-09-24,True,6801774,2022-12-05,True,802 days,M
Davide Scano,9066318,2020-11-14,True,7819599,2022-10-18,True,703 days,M
Martin Hardwick,9412879,2017-05-20,True,9581468,2022-06-10,True,1847 days,M
Hans Würfel,7531048,2021-01-05,True,7698329,2021-12-07,True,336 days,M
Robert F. Kenny,8464930,2020-03-24,True,8465126,2022-01-08,True,655 days,M
Miguel Ángel Rodríguez,8508031,2020-02-19,True,8504500,2020-06-15,True,117 days,M
Tariq Andersen,8000915,2020-02-21,True,7101822,2020-03-27,True,35 days,M
Dario Ambrosini,7767740,2020-05-10,True,8437883,2021-09-23,True,501 days,M
Robert Artebrant,9500379,2017-05-18,True,9513430,2021-10-14,True,1610 days,M
Thomas Gill,7961477,2020-05-30,True,7146113,2021-02-17,True,263 days,M
Umberto Morbiducci,8225442,2020-05-27,True,8638088,2022-12-25,True,942 days,M
Rajan Nataraajan,7918203,2020-09-24,True,9454855,2022-03-16,True,538 days,M
Eric Dahlman,7342265,2018-08-13,True,9578598,2020-07-09,True,696 days,M
Akihiro Yamashita,8519444,2020-10-08,True,8964997,2021-02-16,True,131 days,M
Konstantin Schall,7444284,2019-09-24,True,7451907,2022-05-11,True,960 days,M
Karl Heinz Höhne,9413108,2017-05-20,True,7046869,2021-10-14,True,1608 days,M
Paul Best,7810446,2019-06-06,True,8204555,2022-10-02,True,1214 days,M
John D. Lafferty,8039014,2017-05-17,True,8576686,2022-06-02,True,1842 days,M
Andrei V. Alexeevski,8472557,2020-10-26,True,8472020,2021-03-24,True,149 days,M
Jeff W. Cummings,8738993,2020-03-02,True,8690002,2020-03-15,True,13 days,M
Hazem Danny Al-Nakib,7526267,2020-06-08,True,7556071,2021-08-18,True,436 days,M
Emil Bjorlykhaug,9407688,2018-11-30,True,9005904,2020-09-05,True,645 days,M
Anthony Roberts,7034074,2020-05-21,True,8210770,2022-04-20,True,699 days,M
Marcello Barboni,8414501,2020-02-24,True,9406999,2020-09-29,True,218 days,M
